description,is_ambiguous,ambiguity_type,rationale
"The bidder shall ensure that during various phases of implementation, the performance, security, network availability, etc of the existing network setup must not be compromised",False,0,
"The bidder should ensure compliance with various standards such as ISO 27001:2013, PCI DSS, ISO 22301, COBIT5 or higher standards etc",True,1,"""or higher standards"" is vague and lacks a clear benchmark."
"The bidder shall replace and upgrade the out-of-support, out-of-service, End-of-Life (EOL) and End of Support (EOS) undersized infrastructure elements as soon as the respective OEM announced the same at no additional cost to the bank throughout the 5 years of contract period",False,0,
The bidder shall carry out such Replacement & up gradation of components (Appliance & Software) before due date,False,0,
"Failure to replace within three months of intimation by Bank will be treated as violation of SLA, Bank will procure the new solution as same, and cost will be deducted from payables/ payments as penalty or by invoking performance guarantee",False,0,
"During the period of the contract, all upgrades/updates or requirements in hardware, software, licensing, implementation of upgrades/patches/version changes etc, due to whatsoever reason including but not limited to EOL or EOS, shall be done by the bidder within stipulated time but not later than one month without any additional cost to the bank",False,0,
"EOS/EOL solution will not be accepted and if any solution is declared EOS/EOL during the period of contract, the bidder shall do the necessary upgrade as stated above",False,0,
"The bidder shall inform to the bank if any new version/update/service pack/upgrade of the proposed solution is released by OEM, within seven (7) days of such release and provide the upgraded solution within one month of such release without any cost to the bank covering all parts, labour and accessories at the respective locations (DC and DR) of the Bank during the period of the contract",False,0,
"The bidder shall follow all respective technical/statutory guidelines, validations, SCD should be implemented, checked & verified, and related reports including SOP, SCD, Software Integrity Certificate and VAPT Clearance must be submitted, duly certified by OEM to the Bank for sign off the successful installation",True,3,"Unclear what ""SCD"" refers to and how clauses relate."
"The patches (critical / non-critical) as and when released by OEM, for the proposed solution/ servers/OS , to be tested first in test environment, and thereafter deployed, installed and configured by bidder’s team at bank’s site, as per Bank's requirement during the contract period without any additional cost to Bank",False,0,
"Post installation of Solution with its components including OS, VA & PT (Vulnerability Assessment & Penetration Testing) shall be conducted and Bank Info Sec Team will provide a report to the vendor",True,3,Unclear whether post-installation testing or report delivery is required.
"All findings/issues pointed out in the report to be complied/fixed before production of the software (All components ie Database, application)",True,3,Unclear who must comply with findings and what 'production' modifies.
The InfoSec Team and Other statutory authorities conduct review/ audit of the solutions time to time,True,2,Unclear whether reviews are periodic or only occasional 'time to time'.
"All such Audit reports including VAPT Reports to be compiled/attended by bidder/OEM within the timelines, during the entire period of contract also conduct periodic review audit of the database and application",True,3,Multiple clauses create unclear obligations and scope for audit handling.
The bidder shall adhere to the Service Level Agreements (SLA) and regular monitoring and reporting it to the bank,True,3,Unclear whether 'monitoring and reporting it' modifies SLA adherence or regular monitoring.
"The solutions should be scalable, designed and deployed throughout the IT infrastructure of the Bank and its subsidiaries",True,1,The term 'scalable' is vague and admits multiple interpretations.
"The solution deployment should be compliant with Bank's CISP, IT and Cyber policies, internal guidelines, regulatory standards and countrywide regulations and laws from time to time",False,0,
"The bidder must provide detailed architecture of the provided solution/ every module along with installation and administration guide, which must include high-level design (HLD), and Low Level Design (LLD), Rack level deployment plan along with Technical bid",False,0,
"The URLs of the management server/software of proposed solution should be accessible on HTTPS/TLS 1,2 or latest Protocol with valid certificate",True,4,"The protocol phrase 'TLS 1,2 or latest' is malformed and unclear."
The bidder shall do regular backup of the solutions as per the defined Bank’s backup policy,False,0,
The configuration as per the technical and other specifications for offered solution and other component must be operational / functional and installed from day one,False,0,
Deployment of solution requires coordination with different service provider has/ project application vendors,True,4,The phrase 'has/ project application vendors' is grammatically corrupted.
The bidder shall coordinate with the all solution providers/ vendors while installing and ensure installation and commissioning for running the application,False,0,
"The bidder shall confirm the integrity of the software supplied ie the software is free from bugs, malware, covert channels in code etc and Integrity certificate should be submitted to the bank as per the related format",False,0,
"The proposed solution shall have the ability to freely change forms, fields, workflows, escalations and authorization structures and reports according to bank requirements/processes without affecting the future tool updates and integration with other /third party Solutions",True,1,The phrase 'freely change' and 'without affecting' are vague.
"The successful bidder shall ensure Infra and Service management of operating system and other software/utility/application; This will include patching, mitigation of VA/PT points and any other risk, updates, etc",True,1,"“patching, mitigation of VA/PT points” is vague and unclear."
"The expert team of the Original Equipment Manufacturers (OEM) shall be deputed onsite until complete installation, execution and signing of the project",False,0,
The bidder/OEM shall ensure necessary engagement and deputation of skilled professionals for the smooth implementation up to sign off of the Project,False,0,
"A solution shall not be a ""point of failure"" in the flow of network traffic; failure of one or more of the solution components should not affect the functionality of the organizational network",False,0,
"All the industry standard protocols for functioning, detection of risks, mitigation should be supported and complied by the respective solution",True,3,“supported and complied by” creates unclear obligation scope.
"Solution shall have centralized architecture with web or Graphical User Interface (GUI) based dashboard console to monitor, reporting, notification, maintaining and policy push for the registered users centrally; This should be a single console for service management, infra management and configuration management",True,3,The dashboard console clause has unclear attachment and scope.
The bidder shall prepare the SOPs (Standard Operating Procedures) with periodical review as per industry practices and regulatory guidelines,False,0,
The drafted SOPs shall be submitted to the Bank for its review and Approval,False,0,
"The bidder shall be responsible for patching of Bank managed servers, all desktops connected in Bank network as per frequency of patches released by product OEM",False,0,
Presently the bank has outsourced the management of existing private cloud environment to third party service provider for which contract is valid till May 2024,False,0,
"After expiry of current contract, the bidder has to provide end to end facility management services for existing Private Cloud environment till the contract period",False,0,
The Bank may also decide to assign the Facility management of existing private cloud environment before expiry of current contract,False,0,
In such case bidder has to take over operation of existing private cloud environment from existing service provider for better monitoring and management of both environments,True,1,“for better monitoring and management of both environments” is unclear.
"The Bank will procure additional FMS support engineer if required, for same at the rate finalized in the rate contract",True,3,“for same” has an unclear referent.
The existing Private Cloud environment consists of Cisco UCS hardware which are virtualized using ESXI layer and all components are managed through Cloud layer,False,0,
The Software and Hardware inventory of cloud environment is mentioned as under,False,0,
"The bidder shall be responsible for monitoring, maintenance and management of above mentioned Hardware & Software components and any other components which is deployed in existing Private Cloud environment",False,0,
The SLA terms laid out in this RFP shall be applicable for existing environment also and same will be considered at the time of releasing the FMS payment,False,0,
The detailed inventory of existing Cloud environment will be shared with selected shortlisted bidder,False,0,
The AMC of above Infra will be taken care by the Bank,False,0,
"The bidder is required to deliver, install and commissioned the proposed infrastructure for implementation of private cloud solution at new DC co-located site",False,0,
The Bank has recently deployed Cisco ACI solution for micro segmentation purpose,False,0,
The bidder may also propose to use the solution for delivering cloud security functionality laid out in Part-5 (technical specification) of RFP,False,0,
The bidders are required to implement Virtualized environment on HyperConverged Infrastructure (Software defined Storage) in RRB division as per the clusters sizing mentioned in Table 2,False,0,
"All the necessary LAN cables (min CAT6) & Fibre cables (min OM5), SAS cables of appropriate type, Power cables (C13/C14, C19/C20 or any other type) are to be provided by the service provider & internal cabling, uplink cabling, labelling and dressing has to be completed by the service provider.",False,0,
ICBA is standardizing the hosting of its applications and needs to be supported by a Public Cloud platform that is able to provide the required Infrastructure as a Service (IaaS),False,0,
The required components need to be deployable without code changes and must be supported by the related OEMs,False,0,
ICBA requires the public cloud platform to support Windows and Linux based operating systems based on x86 based infrastructure,False,0,
"The Public Cloud platform must provide an option for ICBA to select between: non-shared single tenant virtual infrastructure built on an existing managed hypervisor, dedicated physical resources that are not shared and specific to ICBA, a combination of the above two in a single connected environment",False,0,
"The provided platform must specify how it is availing the best performance, resources and security options for the ICBA workloads",True,1,"""best performance, resources and security options"" is vague."
"The Public Cloud platform must include in the offer enterprise level support that is available 24x7, including tickets, live chat, online references and phone calls",False,0,
The hypervisor used on the public cloud must include,False,0,
ability to provision and de-provision virtual servers,False,0,
ability to provide High Availability and clustering of physical resources that are virtualized for hypervisor use,False,0,
ability to extend the hypervisor to have native Site Recovery capability across different datacenters in case of Disaster or Data center failures,False,0,
ability to extend the hypervisor to support Software Defined Networking including NFV ICBA requires the ability to easily and seamlessly migrate virtualized resources to/from the Public Cloud,True,3,Sentence merges two requirements; scope of 'including NFV ICBA' is unclear.
Virtualized resources are currently based on VMware platform,False,0,
ICBA also requires that ability to migrate existing physical servers to the public cloud platform with a simple migration path providing an option to either use a suitably provided hypervisor or direct to a bare metal server,True,3,The phrase 'suitably provided hypervisor' is unclear and underspecified.
ICBA requires the ability to provide storage and backup replication across data centers,False,0,
The Public Cloud must provide resiliency options to allow the running of servers and workloads with minimal downtime or no data loss,False,0,
"Resiliency is needed across the provided infrastructure including but not limited to compute, networking and storage resources along with public cloud datacenter (location) resiliency and connectivity to off cloud locations",False,0,
The Public cloud must be able to provide the following options,False,0,
Support for 1GB to 5GB of daily data transfer to the Public Cloud,False,0,
The solution needs to provide suitable connectivity options along with required bandwidth to support the expected data transfer load,True,1,'Suitable' and 'required bandwidth' are vague qualitative terms.
any system or data access to/from the cloud infrastructure must be provided used secured nonpublic options such as encrypted VPN tunnels,True,4,Grammatical error 'provided used' obscures the intended requirement.
ICBA should be able to control access level using firewall rules between,True,3,"Sentence is incomplete; ""between"" leaves the access scope unclear."
resources hosted within the Cloud infrastructure,False,0,
resources hosted between External resources and the Cloud Infrastructure,True,3,"""between External resources and the Cloud Infrastructure"" is an unclear relationship."
Suitable firewall/policies configuration options need to be exposed to ICBA cloud admins,True,1,"""Suitable"" and ""configuration options"" are vague and underspecified."
Load Balancing capabilities must be provided,False,0,
"Public Cloud must provide unlimited, unmetered data transfer capability between all the cloud’s datacenters and unlimited, unmetered upload data capacity",False,0,
The solution must clearly provide all the requirements needed to support the solution including any networking requirements needed for client access or to integrate the Public Cloud with the local datacenter,False,0,
Any capacity and bandwidth requirements need to be clearly stated based on the provided details,False,0,
"Storage to include Block, Object and File storage types",False,0,
Storage based on Performance or Endurance options built in where applicable,True,1,"""Performance or Endurance options"" is vague without defined criteria."
RAID groups for disk redundancy support on bare metal and dedicated resources,False,0,
"Disk Types – SAS, SATA, SSD",False,0,
"IOPS with different tiers including 0.25, 2 or 4 IOPS/GB which must remain consistent with use of the storage allocated",False,0,
The minimum required storage capacity requirements,False,0,
Total block storage for servers – 10 TB with high IOPS,True,1,"""high IOPS"" is a vague qualitative performance term."
Total backup storage – 10 TB with low IOPS,True,1,“low IOPS” is a vague qualitative performance term.
The Public Cloud platform must provide a suitable solution for periodic backups of the servers hosted in the cloud,True,1,“suitable solution” is vague and underspecified.
This support should include common industry tools for backup solutions such as R1Soft or Evault,False,0,
The public cloud must support the backup and recovery of virtualized servers such as servers running on Vmware vsphere or Hyper V as well as dedicated bare metal servers,False,0,
The Public Cloud platform must provide the facility to monitor servers hosted in the Cloud using enterprise level monitoring tools,False,0,
The requirement is limited to infrastructure monitoring to provide visibility of resource and server availability,False,0,
"Where VMware or virtual servers are used, they must support the ability to be monitoring by VMware vSphere with Operations Management (vSOM)",True,4,“be monitoring by” is ungrammatical and obscures the requirement.
Monitoring tools must provide an option to extend to monitoring servers across different data centers (public and private) using the same unified interface,False,0,
The Public Cloud must support the automated provisioning of servers for the operating systems required along with the following options,False,0,
"Ability to select Control panel software such as cPanel, Plesk Panel or Parallels Plesk Panel",False,0,
Ability to provision resources using a self-service interface and covering the following,False,0,
Non-shared single tenant virtual infrastructure,False,0,
Bare Metal Servers that provide the maximum performance and security,True,1,“maximum performance and security” is vague and qualitative.
"Support VMware or Hyper-V platforms (vSphere, VSOM, VRA, vCenter or MS System Center with minimum enterprise plus licenses)",True,4,The acronym “VSOM” is undefined and obscures meaning.
"The Public Cloud must provide at least the following computing capacity: Total CPU – 22 cores, Total Memory – 256 GB",False,0,
The platform must provide the option for ICBA to decide on the ratio of physical to virtual resource overcommitment on both CPU and RAM,True,3,Unclear whether ICBA chooses the ratio or the platform sets it.
The cloud must be able to optimize the overall utilization of the hardware by dynamically allocating resources based on predefined workload policy or based on real-time capacity demand,False,0,
"The platform needs to provide the capability to scale up or down server resources on virtual, dedicated and bare metal servers without minimal commitments for the year",True,1,"""without minimal commitments"" is vague and unclear."
The Public Cloud must provide a facility to do maintenance and upgrades with minimal downtime,False,0,
The Public Cloud platform should have a technical capability to smoothly transfer workloads and servers to/from the cloud infrastructure,False,0,
"This should cover movement of workloads from external locations, transfer of workloads from the Cloud to external sources as well as transfers within the cloud data centres",False,0,
The Public Cloud should provide a role based administration interface,False,0,
"The Public cloud platform must support industry security standards and ensure data, resources and users are protected across the provided environment",False,0,
"Environment and data must include encryption of data, secured data transfer, firewalls and gateways protecting any connected endpoints on both the public cloud and the private datacenters",False,0,
Any devices required on the private datacenter must be clearly stated as part of the proposal,False,0,
"During the infrastructure migration, bidder shall provide knowledge transfer of the data migration process and tools, operational aspect of the cloud environment",True,3,Unclear what knowledge transfer must cover exactly.
Training should be provided to the IT personnel for the new administration and cloud features.,False,0,
"IBM wishes to engage a CSP for providing Cloud Services for a period of 3 years, which may be reviewed for extension on the completion of third year at the discretion of IBM for hosting MTS applications",False,0,
The Bidder will be responsible for provisioning of required IT infrastructure as IaaS for hosting MTS application,False,0,
"The proposed landscape for the deployment of MTS solution is a: Staging, Production, Disaster Recovery",False,0,
"The Bidder shall be responsible for provisioning required compute infrastructure (server/virtual machines), storage for hosting MTS applications",False,0,
The indicative compute requirements for the IT infrastructure is placed at Annexure C,False,0,
Inbuilt Anti-Spam/Malware/Antivirus threats control software,False,0,
"The Bidder shall be responsible for provisioning of adequate Internet Bandwidth and connectivity at the DC & DR, including termination devices, for end users to access MTS application",True,1,“adequate” bandwidth is vague and lacks a clear quantitative meaning.
"The Bidder will be responsible for provisioning of requisite network infrastructure (including switches, routers and firewalls) to ensure accessibility of the servers as per defined SLA’s",False,0,
The Bidder shall offer DR as a service for all resources offered on primary DC site,False,0,
The Bidder shall be responsible for provisioning of bandwidth for replication of data between the DC site and DR Site,False,0,
Geographical Location of the Disaster Recovery Environment shall be different location from the Data Center environment or at a different place other than the Primary DC based on the project requirements,True,3,The location requirement is internally unclear about which alternative placement is intended.
The infrastructure provisioned by the Bidder must be scalable and shall allow IBM to add/reduce cloud resources on demand basis through an user-friendly dashboard,True,1,“scalable” and “on demand basis” are vague qualitative requirements.
"The solution needs to provide the ability for IBM IT Administrators to automatically provision the services via a Web Portal (Self Provisioning), provide metering and billing to provide service assurance for maintenance & operations activities",True,3,"The clause mixes self-provisioning, metering, billing, and service assurance with unclear scope."
"Detailed user level or user group level auditing, monitoring, metering, accounting, quota and show-back information is essential the cloud platform to be offered",False,0,
"Compliance process to the defined international standards and security guidelines such as ISO 27001, for maintaining operations of cloud and ensuring privacy of IBM data",False,0,
A change release management and configuration management procedure is defined and implemented to process any change to the cloud environment / services,False,0,
This procedure must include the capability to support the transition between the aforementioned environments prior to production deployment,False,0,
"Provide support to technical team of IBM or nominated agency for Optimization of resources in cloud environment for better performance and also provide physical and virtual access to the technical persons for the resolution of any issue pertaining to the operation, maintenance or rectification to keep the application running without any problem, as authenticated by IBM",True,1,“better performance” and “without any problem” are vague qualitative terms.
The bidder should provide 24*7 Helpdesk support,False,0,
CSP should provide training to IBM nominated officials/personnel on usage of the Console and any other technical aspect for monitoring of MTS project,False,0,
"Each environment wise, an Indicative bill of material is provided in the Annexure C",False,0,
"The CSP/Bidder facilities/services need to be certified / compliant to the following standards based on the project requirements: ISO 27001 - Data Center and the cloud services should be certified for the latest version of the standards, ISO/IEC 27017:2015-Code of practice for information security controls based on ISO/IEC 27002 for cloud services and Information technology, ISO 27018 - Code of practice for protection of personally identifiable information (PII) in public clouds, ISO 20000-9-Guidance on the application of ISO/IEC 20000-1 to cloud services, PCI DSS - compliant technology infrastructure for storing, processing, and transmitting credit card information in the cloud – This standard is required if the transactions involve credit card payments",False,0,
The CSP/Bidder shall meet all the security requirements indicated in the IT Act 2000 the terms and conditions of the Provisional Empanelment of the Cloud Service Providers and shall comply to the audit criteria defined by Privacy and Security Safeguards,False,0,
"CSP/Bidder to ensure that the data is encrypted as part of a standard security process for highly sensitive content or choose the right cryptographic algorithms evaluating security, performance, and compliance requirements specific to their application and may choose from multiple key management options",True,1,"Vague phrase ""choose the right cryptographic algorithms"" lacks a clear standard."
The Bidder shall ensure that all the storage blocks or multiple copies of data if any are unallocated or zeroed out by the CSPs so that data cannot be recovered,False,0,
"If due to some regulatory reasons if it is required to securely decommission data, departments can implement data encryption at rest using departments managed keys, which are not stored in the cloud",True,3,"The opening condition ""If due to some regulatory reasons"" is unclear."
"Then customers may delete the key used to protect the decommissioned data, making it irrecoverable",False,0,
"The CSP/Bidder shall report forthwith in writing of information security breaches to the IBM by unauthorized persons (including unauthorized persons who are employees of any Party) either to gain access to or interfere with the Project's Data, facilities or Confidential Information",True,2,"The phrase ""report forthwith in writing of"" has unclear grammatical attachment."
Such Information will not be communicated / published / advertised by the CSP to any person/organization without the express permission of the IBM,False,0,
The Bidder shall execute non-disclosure agreements with the IBM with respect to MTS Project,False,0,
"For the avoidance of doubt, it is expressly clarified that the aforesaid provisions shall not apply to the following information: information already available in the public domain; information which has been developed independently by the Service Provider; information which has been received from a third party who had the right to disclose the aforesaid information; Information which has been disclosed to the public pursuant to a court order",False,0,
The Subcontractors will be permitted to obtain customer data only to deliver the services the bidder has retained them to provide and will be prohibited from using customer data for any other purpose,False,0,
The bidder remains responsible for its subcontractors’ compliance with bidder’s obligations under the Project,False,0,
"Nature of replication between the DC and DRC (e.g., asynchronous replication of data between Primary DC and DRDC)",True,1,“Nature of replication” and the DC/DRC abbreviations are unclear.
RPO should be less than or equal to <<2 hours>> and RTO shall be less than or equal to <<4 hours>>,False,0,
The key transaction data shall have <<RPO of 15 minutes>>,False,0,
DR Database Storage shall be replicated on an ongoing basis and shall be available in full (100% of the PDC) as per designed RTO/RPO and replication strategy,True,3,“full (100% of the PDC)” and “as per designed RTO/RPO” conflict in scope.
The storage should be 100% of the capacity of the Primary Data Center,False,0,
"In the event of a site failover or switchover, DR site will take over the active role, and all requests will be routed through that site",False,0,
"Application data and application states will be replicated between data centers so that when an outage occurs, failover to the surviving data center can be accomplished within the specified RTO",False,0,
"E-Discovery: Electronic discovery (e-discovery) is the process of locating, preserving, collecting, processing, reviewing, and producing Electronically Stored Information (ESI) in the context of or criminal cases/proceedings or investigation",True,4,“criminal cases/proceedings or investigation” is grammatically unclear.
IBM must be able to access and retrieve such data in a CSP environment in a timely fashion for normal work purposes,True,1,“timely fashion” and “normal work purposes” are vague.
Law Enforcement Request: The Law Enforcement Agency as mandated under any law for the time being in force may seek access to information stored on cloud as provided by the Service Provider,False,0,
The onus shall be on the Cloud Service Provider to perform all due diligence before releasing any such information to any such law enforcement agency,False,0,
Audit: IBM shall ensure that the Cloud Service Provider’s services offerings are audited and certified by STQC/MeitY,True,3,It is unclear whether IBM or the provider must obtain the audit and certification.
"The CSP shall implement the audit & compliance features to enable the Agency to monitor the provisioned resources, performance, resource utilization, and security compliance",False,0,
"Notifications should be triggered each time a configuration changes, and Agencies should be given the ability to dig into the configuration history to perform incident analysis",False,0,
"After performing an assessment, the tools should produce a detailed list of security findings prioritized by level of severity",False,0,
Continuity and performance of the Services at all times including the duration of the Agreement and post expiry of the Agreement is a critical requirement of IBM,True,1,“continuity and performance” and “at all times” are vague qualitative requirements.
It is the prime responsibility of CSP to ensure continuity of service at all times of the Agreement including exit management period and in no way any facility/service shall be affected/degraded,True,1,“continuity of service” and “affected/degraded” are vague and open-ended.
Provide necessary handholding and transition support to ensure the continuity and performance of the Services to the complete satisfaction of IBM,True,1,“necessary handholding” and “complete satisfaction” are subjective and undefined.
"Support IBM in migration of the VMs, data, content and any other assets to the new environment created by IBM or any Agency (on behalf of IBM) on alternate cloud service provider’s offerings to enable successful deployment and running of the IBM’s solution on the new infrastructure by providing a mechanism to IBM for the bulk retrieval of all data, scripts, software, virtual machine images, and so forth to enable mirroring or copying to IBM supplied industry standard media",False,0,
"The format of the data transmitted from the cloud service provider to IBM should leverage standard data formats (e.g., OVF, VHD) whenever possible to ease and enhance portability",True,1,“whenever possible” makes the standard format requirement vague.
"The ownership of the data generated upon usage of the system, at any point of time during the contract or expiry or termination of the contract, shall rest absolutely with IBM",False,0,
Ensure that all the documentation required by IBM for smooth transition including configuration documents are kept up to date and all such documentation is handed over to IBM during regular intervals as well as during the exit management process,False,0,
Shall not delete any data at the end of the agreement (for a maximum of 45 days beyond the expiry of the Agreement) without the express approval of IBM,False,0,
"Once the exit process is completed, remove the IBM’s data, content and other assets from the cloud environment and certify that the VM, Content and data destruction to IBM as per stipulations and shall ensure that the data cannot be forensically recovered",True,3,"The clause “certify that the VM, Content and data destruction” is logically unclear."
There shall not be any additional cost associated with the Exit / Transition-out process.,False,0,
Architecture should be highly flexible to support incremental upgrades in functionality across various services and functions delivered by the system,True,1,“highly flexible” is a vague qualitative requirement.
It should be able to accommodate changing business environment within DGS,True,1,“changing business environment” is vague and unspecified.
Architecture should have highly modular design to enable addition / modification / suspension of new modules and functionalities; Bidder shall propose Service Oriented Architecture (SOA) while designing the solution,True,3,The semicolon joins two requirements with unclear scope and relation.
SOA defines integration architectures based on the concept of a service which becomes relevant especially when there are multiple applications in an enterprise and point-to-point integration between them involves complexity,False,0,
"When multiple applications are involved, services shall be able to communicate with each other by implementation of SOA through web services where the services are exposed for other applications",False,0,
The system should be highly accessible and available through various devices across multiple locations,True,1,“highly accessible” and “available” are vague qualitative terms.
The principle of architecture should ensure keeping data loss to a minimum,True,1,“principle of architecture” and “to a minimum” are vague.
The architecture should be cloud ready and should support interoperability through cloud platforms,True,1,“cloud ready” is vague and admits multiple interpretations.
"The proposed solution should ensure business continuity using RTO, RPO, and SLA as goals",False,0,
Each input should be formed as a unique case in the system,True,1,“formed as a unique case” is vague and unclear.
There should be no single point of failure in the system,False,0,
Bidder has to maintain principle of first time-right data capture,True,5,“principle of first time-right data capture” is unclear without context.
System should provide for maker-checker functionality for all data inputs,False,0,
System should allow multiple levels of checkers and approvals which may be configured within the system,False,0,
Forms should provide client side validation of inputs,False,0,
All transactions and user activity being carried out within the system should be logged along with timestamp and client machine details in a format such they are searchable and allow for post-mortem analysis as required,False,0,
These should be recorded for future purpose for a defined period,True,5,“These” and “future purpose” lack clear referents and scope.
"In case of any judicial proceedings, the records should be maintained as long as the proceedings",True,3,“as long as the proceedings” is incomplete and unclear.
The system must be reliable against software failures,True,1,“reliable” is a vague qualitative requirement.
"Integrity, confidentiality and availability of data must be assured",False,0,
System should provide for seamless integration with various internal and external systems through required interfaces,True,1,“seamless integration” and “required interfaces” are vague.
"Unique identity of the user should be maintained across the system with single-sign-on facility, that would avoid the need for user to log into multiple times on same system",False,0,
This facility should be implemented without bypassing any security principles,False,0,
The underlying technology needs to be user friendly by having ease of use principle,True,1,“user friendly” and “ease of use principle” are vague.
Ease-of-use is a positive incentive for use of applications,True,1,“positive incentive” is vague and subjective.
It encourages users to work within the integrated information environment instead of developing isolated systems to accomplish the task outside of the enterprise’s integrated information environment,False,0,
The knowledge required to operate one system will be similar to others if the look and feel of the applications are similar,False,0,
"By having ease of-use principle, training can be kept to a minimum thereby aiding IT change management and the risk of using a system improperly can be minimized",True,1,“ease of-use principle” and “kept to a minimum” are vague.
Training can be kept frequently thereby aiding IT change management and the risk of using a system improperly can be minimized,True,1,“kept frequently” is vague and unquantified.
Vendor lock-in should be avoided,False,0,
The bidder should document all the integration efforts of the proposed solution,False,0,
API based approach: Open standard based APIs will support data exchange mechanisms between third party systems,False,0,
Interoperability: The system is expected to be interoperable,True,1,“interoperable” is vague without a defined standard.
This is the key to sharing resources and reduction in long-term development costs,False,0,
"N – Tier Model: N-Tier model is the framework in which application user interface, logic, data, and their associated processing and tiers are separated from each other in logical manner",False,0,
"Partitioned code is more flexible in response to changes in internal logic, platforms, and structures; this isolates/minimizes the impact of change",True,1,“isolates/minimizes” and “flexible” are vague qualitative terms.
"It is easier to support, is more scalable and supports interoperability",True,1,“easier” and “more scalable” are vague qualitative terms.
"Openness: Open API, open standards and open source products should be considered for designing the system",False,0,
"The system integrator should consider scalability, security and performance of the system while deciding on the system and adherence to the open architecture design principle",False,0,
Reliability: The system must have appropriate measures to ensure processing reliability for the data received or accessed through the solution,True,1,“appropriate measures” and “reliability” are vague.
Shipping related operations are critical in nature and require reliability to ensure stakeholder confidence,True,1,“critical in nature” and “reliability” are vague.
"The bidder should follow security principles such as “Defence in Depth with Zero trust mechanism”, a multi-layer defence mechanism, so that an attacker must defeat multiple mechanisms to perform a successful attack",False,0,
Zero Trust is a security concept centred on the belief that organizations should not automatically trust anything inside or outside its perimeters and instead must verify anything and everything trying to connect to its systems before granting access,False,0,
"Bidder must ensure the cloud enabled security architecture model to facilitate effective incident response resolution, forensic investigation during incident analysis with best practices like real time internal network defence, etc",False,0,
"Bidder must be aware of threat and its mitigation for the application which include spoofing, tempering, repudiation, information disclosure, denied of service and elevation of privilege along with OWASP (Open Web Application Security Project) testing guidelines",False,0,
"Bidder has to ensure hypervisor architecture security concern like virtual machine guest hardening, hypervisor security, inter VM attack blind spot, operation complexity from VM spawn, virtual machine encryption, VM data destruction, VM image tampering",False,0,
"The system should be compliant to CERT-In, and MeiTY guidelines for Web / Application / Network Security",False,0,
"It should provide log in, both by user and by terminal",True,3,“log in” could mean authentication or logging information.
"The System should provide the date and time of all transaction with details of creation, read, update, delete or print",False,0,
"Access should be restricted at different levels of data file, program, module, screen, record, field database table, row or column",False,0,
All the Applications and Infra changes have to be by secure SMLC (Security Management Life Cycle) and Change Management principle driven respectively,True,5,Unclear what 'by secure SMLC' and 'principle driven respectively' require.
The bidder should follow the principle of “least privilege”,False,0,
Each user and program should operate using the fewest privileges possible,False,0,
"This principle limits the damage from an accident, error, or attack",False,0,
"It also reduces the number of potential interactions among privileged programs, so unintentional, unwanted, or improper uses of privilege are less likely to occur",False,0,
This idea can be extended to the internals of a program: only the smallest portion of the program which needs those privileges should have them,False,0,
The bidder will have to design its solution utilizing similar industry recognized security principles,True,2,"""similar industry recognized security principles"" is syntactically unclear."
All IT and IS operations will be governed by the IT and IS Policy which will be provided to the successful bidder,False,0,
The bidder will have to prepare detailed procedures for the same and implement accordingly,True,5,"""for the same"" lacks a clear antecedent."
All project documentation should be prepared by the bidder as per the policy and related regulations,False,0,
The privacy of data must be ensured by the bidder at all times,False,0,
The bidder must ensure that data sharing is done as per the policy,False,0,
"Bidder has to adopt technical, physical and administrative measure in order to protect personal data from loss, misuse or alteration based on global best practices for privacy and security such as OECD, APAC, IT act, Indian act compliance, CSA security guidance, ISO 27001, ISO 27002, ISO 27017 and ITIL standards",False,0,
The system must follow a role-based access control at all levels,False,0,
"The bidder should implement logical access control based on policy prepared by Purchaser for application, subsystem, or group of systems",False,0,
All the access logs need to be captured and monitored,False,0,
Application Access should follow Multi Factor Authentication,False,0,
All databases and data stores must be encrypted,False,0,
Safeguard data while at rest and in transit,False,0,
Identify and classify the data in terms of criticality / sensitivity and define their levels,False,0,
"Bidder has to ensure data security life cycle as a principle in securing data while creating, storing, sharing, archiving or destroy",True,5,“data security life cycle” and “as a principle” are unclear.
Bidder has to ensure database protection with database activity monitoring and file activity monitoring,False,0,
Bidder shall get the Vulnerability Assessment (VA) and Penetration Testing (PT) as security audit conducted by CERT-In empanelled agency before deployment/ Go-Live of project,False,0,
The cost of which should be borne by the bidder,True,3,“which” lacks a clear antecedent.
"Security in design would encompass security risk assessment on user specifications, secure information architecture, proper role based access design and secure application and database design",False,0,
The bidder has to ensure that their Application Development must follow secured SDLC process development and deployment by taking OWASP Top 10 and SANS top 25 into consideration,False,0,
"Similarly, Application maintenance should follow secured SMLC",False,0,
The system must be secure at all user touch points by using suitable security protocols and data protection methods Industry best practices for coding of application so as to ensure sustenance to the Application Vulnerability Assessment,True,3,The sentence is a run-on with unclear structure and scope.
"All types of network attacks must be identified, and counter measures must be put in place",False,0,
"All the ICT assets (virtual and physical) and non-digital Assets must also be secured throughout their life cycle as they may contain sensitive data with hardening, Asset disposal, data disposal principles",True,3,The final phrase has unclear attachment and meaning.
The Network layer must have in depth packet inspection and intelligence in blocking attacks,True,1,"""in depth"" and ""intelligence"" are vague qualitative terms."
